source,target,source_type,target_type,relation_type,scene,weight,Intrument 1,Intrument 2,Intrument 3,Intrument 4
Nevermore,Jack Cattoi,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Semir Özerkan,band,person,member_of,"Seattle, WA",2,bass,,,
Nevermore,Warrel Dane,band,person,member_of,"Seattle, WA",2,vocals,,,
Nevermore,Jim Sheppard,band,person,member_of,"Seattle, WA",2,bass,,,
Nevermore,Mark Arrington,band,person,member_of,"Seattle, WA",2,drums,,,
Nevermore,Pat O'Brien,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Tim Calvert,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Adam Gardner,band,person,member_of,"Seattle, WA",2,percussion,,,
Nevermore,Steve Smyth,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Chris Broderick,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Attila Vörös,band,person,member_of,"Seattle, WA",2,guitar,,,
Nevermore,Curran Murphy,band,person,member_of,"Seattle, WA",2,guitar,,,
Nirvana,Kurt Cobain,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Nirvana,Krist Novoselic,band,person,member_of,"Seattle, WA",1,bass,,,
Nirvana,Dave Grohl,band,person,member_of,"Seattle, WA",2,drums,,,
Nirvana,Pat Smear,band,person,member_of,"Seattle, WA",2,Core member,,,
Oceansize,Mike Vennart,band,person,member_of,"Manchester, EN",1,vocals,guitar,,
Oceansize,Steve Durose,band,person,member_of,"Manchester, EN",1,guitar,,,
Oceansize,"Richard ""Gambler"" Ingram",band,person,member_of,"Manchester, EN",1,guitar,keyboards,,
Oceansize,Mark Heron,band,person,member_of,"Manchester, EN",1,drums,,,
Oceansize,Steven Hodson,band,person,member_of,"Manchester, EN",1,bass,keyboards,,
Oceansize,Jon Ellis,band,person,member_of,"Manchester, EN",1,bass,keyboards,,
Pearl Jam,Eddie Vedder,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Pearl Jam,Jeff Ament,band,person,member_of,"Seattle, WA",1,bass,,,
Pearl Jam,Stone Gossard,band,person,member_of,"Seattle, WA",1,guitar,,,
Pearl Jam,Mike McCready,band,person,member_of,"Seattle, WA",1,guitar,,,
Pearl Jam,Matt Cameron,band,person,member_of,"Seattle, WA",2,drums,,,
Pearl Jam,Dave Krusen,band,person,member_of,"Seattle, WA",1,drums,,,
Pink Floyd,Nick Mason,band,person,member_of,"London, EN",1,keyboards,,,
Pink Floyd,David Gilmour,band,person,member_of,"London, EN",1,vocals,guitar,,
Pink Floyd,Syd Barrett,band,person,member_of,"London, EN",1,vocals,,,
Pink Floyd,Roger Waters,band,person,member_of,"London, EN",1,bass,vocals,,
Pink Floyd,Richard Wright,band,person,member_of,"London, EN",1,keyboards,,,
Point One,Chase Culp,band,person,member_of,"Seattle, WA",1,drums,,,
Point One,Len Hotrum,band,person,member_of,"Seattle, WA",1,vocals,,,
Point One,Darren Howar,band,person,member_of,"Seattle, WA",1,bass,,,
Point One,Keith Wrigh,band,person,member_of,"Seattle, WA",1,guitar,,,
Poor Old Lu,Scott Hunter,band,person,member_of,"Seattle, WA",1,,,,
Poor Old Lu,Jesse Sprinkle,band,person,member_of,"Seattle, WA",1,drums,,,
Poor Old Lu,Aaron Sprinkle,band,person,member_of,"Seattle, WA",1,guitar,,,
Poor Old Lu,Nick Barber,band,person,member_of,"Seattle, WA",1,bass,,,
Post Stardom Depression,Jeff Angell,band,person,member_of,"Tacoma, WA",1,Vocals,guitar,,
Post Stardom Depression,Kyong Kim,band,person,member_of,"Tacoma, WA",1,Guitar,,,
Post Stardom Depression,Brent Saunders,band,person,member_of,"Tacoma, WA",1,Bass,,,
Post Stardom Depression,Joshua Fant,band,person,member_of,"Tacoma, WA",1,Drums,,,
Pretty Girls Make Graves,Andrea Zollo,band,person,member_of,"Seattle, WA",1,vocals,,,
Pretty Girls Make Graves,Derek Fudesco,band,person,member_of,"Seattle, WA",1,bass,,,
Pretty Girls Make Graves,Leona Marrs,band,person,member_of,"Seattle, WA",1,keyboards,,,
Pretty Girls Make Graves,J. Clark,band,person,member_of,"Seattle, WA",1,guitar,,,
Pretty Girls Make Graves,Nick Dewitt,band,person,member_of,"Seattle, WA",1,drums,,,
Pretty Girls Make Graves,Nathan Thelen,band,person,member_of,"Seattle, WA",1,guitar,,,
Pretty Girls Make Graves,Andrea Zollo,band,person,member_of,"Seattle, WA",1,vocals,,,
Pretty Girls Make Graves,Derek Fudesco,band,person,member_of,"Seattle, WA",1,bass,,,
Pretty Girls Make Graves,Leona Marrs,band,person,member_of,"Seattle, WA",1,keyboards,,,
Pretty Girls Make Graves,J. Clark,band,person,member_of,"Seattle, WA",1,guitar,,,
Pretty Girls Make Graves,Nick Dewitt,band,person,member_of,"Seattle, WA",1,drums,,,
Q5,Jonathan Scott K.,band,person,member_of,"Seattle, WA",2,vocals,,,
Q5,Duffy Delgado,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,Michael David,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,Chad Thomas,band,person,member_of,"Seattle, WA",2,bass,,,
Q5,Jarratt VanDyk,band,person,member_of,"Seattle, WA",2,drums,,,
Q5,Floyd D. Rose,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,Rick Pierce,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,Gary Thompson,band,person,member_of,"Seattle, WA",2,drums,,,
Q5,Evan Sheeley,band,person,member_of,"Seattle, WA",2,bass,,,
Q5,Dennis Turner,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,James Nelson,band,person,member_of,"Seattle, WA",2,guitar,,,
Q5,Jeffrey A. McCormack,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Josh Homme,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Queens of the Stone Age,Troy Van Leeuwen,band,person,member_of,"Seattle, WA",2,guitar,,,
Queens of the Stone Age,Michael Shuman,band,person,member_of,"Seattle, WA",2,bass,,,
Queens of the Stone Age,Dean Fertita,band,person,member_of,"Seattle, WA",2,keyboards,,,
Queens of the Stone Age,Jon Theodore,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Alfredo Hernández,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Dave Catching,band,person,member_of,"Seattle, WA",2,guitar,,,
Queens of the Stone Age,Nick Oliveri,band,person,member_of,"Seattle, WA",2,bass,,,
Queens of the Stone Age,Mark Lanegan,band,person,member_of,"Seattle, WA",2,vocals,,,
Queens of the Stone Age,Gene Trautmann,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Dave Grohl,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Joey Castillo,band,person,member_of,"Seattle, WA",2,drums,,,
Queens of the Stone Age,Alain Johannes,band,person,member_of,"Seattle, WA",2,bass,,,
Queens of the Stone Age,Natasha Shneider,band,person,member_of,"Seattle, WA",2,keyboards,,,
Queens of the Stone Age,Matt Cameron,band,person,member_of,"Seattle, WA",3,drums,,,
Queens of the Stone Age,John McBain,band,person,member_of,"Seattle, WA",3,guitar,,,
Queens of the Stone Age,Mike Johnson,band,person,member_of,"Seattle, WA",3,bass,,,
Queens of the Stone Age,Pete Stahl,band,person,member_of,"Seattle, WA",3,vocals,,,
Queens of the Stone Age,Mario Lalli,band,person,member_of,"Seattle, WA",3,guitar,,,
Queens of the Stone Age,Brendon McNichol,band,person,member_of,"Seattle, WA",3,guitar,,,
Queens of the Stone Age,Dan Druff,band,person,member_of,"Seattle, WA",3,bass,guitar,,
Queensryche,Michael Wilton,band,person,member_of,"Seattle, WA",1,guitar,,,
Queensryche,Eddie Jackson,band,person,member_of,"Seattle, WA",1,bass,,,
Queensryche,Mike 'Stoney' Stone,band,person,member_of,"Seattle, WA",2,guitar,,,
Queensryche,Todd La Torre,band,person,member_of,"Seattle, WA",2,vocals,,,
Queensryche,Casey Grillo,band,person,member_of,"Seattle, WA",2,drums,,,
Queensryche,Chris DeGarmo,band,person,member_of,"Seattle, WA",1,guitar,,,
Queensryche,Geoff Tate,band,person,member_of,"Seattle, WA",1,vocals,,,
Queensryche,Scott Rockenfield,band,person,member_of,"Seattle, WA",1,drums,,,
Queensryche,Pamela Moore,band,person,member_of,"Seattle, WA",2,vocals,,,
Queensryche,Kelly Gray,band,person,member_of,"Seattle, WA",2,guitar,,,
Queensryche,Parker Lundgren,band,person,member_of,"Seattle, WA",2,guitar,,,
Raft of Dead Monkeys,Jeff Suffering,band,person,member_of,"Seattle, WA",1,vocals,bass,,
Raft of Dead Monkeys,John Spalding (RIP),band,person,member_of,"Seattle, WA",1,guitar,,,
Raft of Dead Monkeys,Matt Johnson,band,person,member_of,"Seattle, WA",1,drums,,,
Raft of Dead Monkeys,Davey,band,person,member_of,"Seattle, WA",2,drums,,,
Raft of Dead Monkeys,Jonathan Ford,band,person,member_of,"Seattle, WA",2,,,,
Raft of Dead Monkeys,Damien Jurado,band,person,member_of,"Seattle, WA",2,,,,
Raft of Dead Monkeys,James Park,band,person,member_of,"Seattle, WA",2,,,,
Raft of Dead Monkeys,Doug Lorig,band,person,member_of,"Seattle, WA",2,,,,
Rail,Terry James Young,band,person,member_of,"Seattle, WA",1,vocals,bass,,
Rail,Andy Baldwin,band,person,member_of,"Seattle, WA",2,guitar,,,
Rail,Rick Knotts,band,person,member_of,"Seattle, WA",2,,,,
Rail,Kelly Nobles,band,person,member_of,"Seattle, WA",1,drums,,,
Rail,Chris Kinkade,band,person,member_of,"Seattle, WA",2,,,,
Rail,Randy Miller,band,person,member_of,"Seattle, WA",2,,,,
Rail,Ronnie Montrose,band,person,member_of,"Seattle, WA",2,,,,
Rail,Mark Welling,band,person,member_of,"Seattle, WA",2,,,,
Rail,Bryce Bishop,band,person,member_of,"Seattle, WA",2,,,,
Randy Hansen,Randy Hansen,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Red Light Music,Peter Klett,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Red Light Music,Tom Woo,band,person,member_of,"Seattle, WA",2,Core member,,,
Red Light Music,Jason Phraner,band,person,member_of,"Seattle, WA",2,bass,,,
Red Light Music,Keith Ryland,band,person,member_of,"Seattle, WA",2,Core member,,,
Rhino Humpers,Vince Reyes,band,person,member_of,"Tacoma, WA",1,vocals,,,
Rhino Humpers,Brian Coloff,band,person,member_of,"Tacoma, WA",1,guitar,,,
Rhino Humpers,Jeff Rouse,band,person,member_of,"Tacoma, WA",1,bass,,,
Rhino Humpers,"Danny ""Daddy-O"" Fries",band,person,member_of,"Tacoma, WA",1,drums,,,
Ricky Vac and the Rock-a-Ways,"Richard ""Ricky Vac"" Vaculig",band,person,member_of,"Cleveland, OH",1,vocals,guitar,,
Ricky Vac and the Rock-a-Ways,Tommy Esian,band,person,member_of,"Cleveland, OH",1,guitar,,,
Ricky Vac and the Rock-a-Ways,Jimmy Harris,band,person,member_of,"Cleveland, OH",1,guitar,,,
Ricky Vac and the Rock-a-Ways,Paul Ticherich,band,person,member_of,"Cleveland, OH",1,piano,,,
Ricky Vac and the Rock-a-Ways,John Magyar,band,person,member_of,"Cleveland, OH",1,guitar,,,
Ricky Vac and the Rock-a-Ways,Jimmy Gillahan,band,person,member_of,"Cleveland, OH",2,drums,,,
Ricky Vac and the Rock-a-Ways,Skip Hadden,band,person,member_of,"Cleveland, OH",1,drums,,,
Roadside Monument,Doug Lorig,band,person,member_of,"Seattle, WA",2,guitar,vocals,,
Roadside Monument,Johnathon Ford,band,person,member_of,"Seattle, WA",2,bass,,,
Roadside Monument,Matt Johnson,band,person,member_of,"Seattle, WA",2,drums,,,
Roadside Monument,Mike Dente,band,person,member_of,"Seattle, WA",2,guitar,,,
Roadside Monument,Todd Florence,band,person,member_of,"Seattle, WA",2,bass,,,
Roadside Monument,Joel Metzger,band,person,member_of,"Seattle, WA",2,drums,,,
Rose Blossom Punch,Aaron Sprinkle,band,person,member_of,"Seattle, WA",1,guitar,,,
Rose Blossom Punch,Terry Coggins,band,person,member_of,"Seattle, WA",1,,,,
Rose Blossom Punch,Nick Barber,band,person,member_of,"Seattle, WA",1,bass,,,
Rose Blossom Punch,Paul Mumaw,band,person,member_of,"Seattle, WA",1,,,,
Rosery Wall,Travis Bracht,band,person,member_of,"Seattle, WA",2,vocals,,,
Rosery Wall,Chase Culp,band,person,member_of,"Seattle, WA",2,drums,,,
Roy,Brian Cook,band,person,member_of,"Tacoma, WA",1,guitar,,,
Roy,Mike Cooper,band,person,member_of,"Tacoma, WA",1,bass,,,
Roy,Ben Verellen,band,person,member_of,"Tacoma, WA",1,guitar,,,
Roy,Dave Verellen,band,person,member_of,"Tacoma, WA",1,drums,,,
Sadhappy,Evan Schiller,band,person,member_of,"Seattle, WA",1,drums,,,
Sadhappy,Paul Hinklin,band,person,member_of,"Seattle, WA",1,bass,vocals,,
Sadhappy,Skerik,band,person,member_of,"Seattle, WA",1,sax,,,
Sadhappy,Michael Manring,band,person,member_of,"Seattle, WA",2,bass,,,
Sadhappy,Bill Frisell,band,person,member_of,"Seattle, WA",2,guitar,,,
Sadhappy,Mike Keneally,band,person,member_of,"Seattle, WA",2,guitar,bass,,
Sadhappy,Paul Kikuchi,band,person,member_of,"Seattle, WA",2,percussion,,,
Saigon Kick,Jason Bieler,band,person,member_of,"Coral Springs, FL",1,,,,
Saigon Kick,Phil Varone,band,person,member_of,"Coral Springs, FL",1,,,,
Saigon Kick,Steve Gibb,band,person,member_of,"Coral Springs, FL",2,,,,
Saigon Kick,Matt Kramer,band,person,member_of,"Coral Springs, FL",1,,,,
Saigon Kick,Tom Defile,band,person,member_of,"Coral Springs, FL",3,,,,
Saigon Kick,Jonathan Mover,band,person,member_of,"Coral Springs, FL",3,,,,
Saigon Kick,Chris McLernon,band,person,member_of,"Coral Springs, FL",2,,,,
Saigon Kick,Pete Dembrowski,band,person,member_of,"Coral Springs, FL",2,,,,
Saigon Kick,Ricky Sanders,band,person,member_of,"Coral Springs, FL",3,,,,
Sancuary,Lenny Rutledge,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Dave Budbill,band,person,member_of,"Seattle, WA",2,drums,,,
Sancuary,George Hernandez,band,person,member_of,"Seattle, WA",2,bass,,,
Sancuary,Joseph Michael,band,person,member_of,"Seattle, WA",2,vocals,,,
Sancuary,Joey Concepcion,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Sean Blosl,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Brad Hull,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Jeff Loomis,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Jim Sheppard,band,person,member_of,"Seattle, WA",2,bass,,,
Sancuary,Nick Cordle,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Warrel Dane,band,person,member_of,"Seattle, WA",2,vocals,,,
Sancuary,Attila Vörös,band,person,member_of,"Seattle, WA",2,guitar,,,
Sancuary,Will Wallner,band,person,member_of,"Seattle, WA",2,guitar,,,
Satchel,Regan Hagar,band,person,member_of,"Seattle, WA",2,drums,,,
Satchel,John Hoag,band,person,member_of,"Seattle, WA",2,guitar,,,
Satchel,Shawn Smith,band,person,member_of,"Seattle, WA",2,vocals,,,
Satchel,Cory Kane,band,person,member_of,"Seattle, WA",2,bass,,,
Satchel,Jefferson Bennett,band,person,member_of,"Seattle, WA",2,sax,,,
Satchel,Mike Berg,band,person,member_of,"Seattle, WA",2,bass,,,
Screaming Trees,Mark Lanegan,band,person,member_of,"Seattle, WA",1,vocals,,,
Screaming Trees,Gary Lee Conner,band,person,member_of,"Seattle, WA",1,guitar,,,
Screaming Trees,Van Conner,band,person,member_of,"Seattle, WA",1,bass,,,
Screaming Trees,Barrett Martin,band,person,member_of,"Seattle, WA",1,drums,,,
Second Coming,Johnny Bacolas,band,person,member_of,"Seattle, WA",2,bass,,,
Second Coming,James Bergstrom,band,person,member_of,"Seattle, WA",2,drums,,,
Second Coming,Travis Bracht,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Second Coming,Maxi (Jesse Holt),band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Second Coming,Junkeye (Ron Holt),band,person,member_of,"Seattle, WA",2,bass,,,
Second Coming,Davis Martin,band,person,member_of,"Seattle, WA",2,keyboards,,,
Second Coming,Eric Snyder,band,person,member_of,"Seattle, WA",2,guitar,,,
Second Coming,Stamatina,band,person,member_of,"Seattle, WA",2,keyboards,,,
Second Coming,Dudley Taft,band,person,member_of,"Seattle, WA",2,guitar,,,
SGM,Paul Uhlir,band,person,member_of,"Seattle, WA",1,drums,,,
SGM,Cole Peterson,band,person,member_of,"Seattle, WA",1,bass,,,
SGM,Rich Credo,band,person,member_of,"Seattle, WA",1,guitar,,,
SGM,Mike Lawson,band,person,member_of,"Seattle, WA",1,vocals,,,
SGM,Chris Quinn,band,person,member_of,"Seattle, WA",1,guitar,,,
Shiner,Allen Epley,band,person,member_of,"Kansas City, MO",1,guitar,vocals,,
Shiner,Paul Malinowski,band,person,member_of,"Kansas City, MO",1,bass,,,
Shiner,Jason Gerken,band,person,member_of,"Kansas City, MO",1,drums,,,
Shiner,Josh Newton,band,person,member_of,"Kansas City, MO",1,guitar,,,
Shiner,Jeff Brown,band,person,member_of,"Kansas City, MO",1,drums,,,
Shiner,Tim Dow,band,person,member_of,"Kansas City, MO",1,drums,,,
Shiner,Joel Hamilton,band,person,member_of,"Kansas City, MO",1,guitar,,,
Shiner,Shawn Sherrill,band,person,member_of,"Kansas City, MO",1,bass,,,
Skin Yard,Ben McMillan,band,person,member_of,"Seattle, WA",2,vocals,,,
Skin Yard,Jack Endino,band,person,member_of,"Seattle, WA",2,guitar,,,
Skin Yard,Daniel House,band,person,member_of,"Seattle, WA",2,bass,,,
Skin Yard,Matt Cameron,band,person,member_of,"Seattle, WA",2,drums,,,
Skin Yard,Steve Wied,band,person,member_of,"Seattle, WA",2,drums,,,
Skin Yard,Jason Finn,band,person,member_of,"Seattle, WA",2,drums,,,
Skin Yard,Scott McCullum,band,person,member_of,"Seattle, WA",2,drums,,,
Skin Yard,Barrett Martin,band,person,member_of,"Seattle, WA",2,drums,,,
Skin Yard,Pat Pedersen,band,person,member_of,"Seattle, WA",2,bass,,,
Skin Yard,Greg Gilmore,band,person,member_of,"Seattle, WA",2,drums,,,
Sky Cries Mary,Rodrick Wolgamott,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Ben Ireland,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Kevin Whitworth,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Jack Endino,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Curt Eckman,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Debra Reese,band,person,member_of,"Seattle, WA",1,,,,
Sky Cries Mary,Kurt Danielson,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Ron Nine,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Ivan Kral,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Anisa Romero,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,"Jon ""Juano"" Davison",band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Jon Auer,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Ken Stringfellow,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Scott Mercado,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Alfred Butler,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Stephen Brian-Salit,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Mark Ultra,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Kevin McCoy,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Jeff Guess,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,DJ Fallout,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Joe Skyward,band,person,member_of,"Seattle, WA",2,bass,,,
Sky Cries Mary,Marc Olsen,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Gordon Raphael,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Jeff Greinke,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Jeremy Moss,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Michael Cozzi,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,William Bernhard,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Anthony Alcantar,band,person,member_of,"Seattle, WA",2,,,,
Sky Cries Mary,Kent Halvorsen,band,person,member_of,"Seattle, WA",2,,,,
Sledgeback,Gábor Szakácsi,band,person,member_of,"Seattle, WA",2,vocals,guitar,,
Sledgeback,Tim Mullen,band,person,member_of,"Seattle, WA",2,drums,,,
Sledgeback,Justin McCawley,band,person,member_of,"Seattle, WA",2,bass,,,
Sledgeback,Parker Lundgren,band,person,member_of,"Seattle, WA",2,guitar,,,
Sledgeback,Guy Lacey,band,person,member_of,"Seattle, WA",1,guitar,,,
Sledgeback,Shawn Trotter,band,person,member_of,"Seattle, WA",1,bass,,,
Soulbender,Michael Wilton,band,person,member_of,"Seattle, WA",1,guitar,guitar,,
Soulbender,Dave Groves,band,person,member_of,"Seattle, WA",1,guitar,guitar,,
Soulbender,Nick Pollock,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Soulbender,Wes Hallam,band,person,member_of,"Seattle, WA",1,guitar,drums,,
Soulbender,Marten Van Keith,band,person,member_of,"Seattle, WA",1,guitar,bass,,
Soulbender,Chuck Miller,band,person,member_of,"Seattle, WA",1,guitar,bass,,
Soulbender,Ray Hartman,band,person,member_of,"Seattle, WA",1,guitar,drums,,
Soulbender,"Tim ""Ripper"" Owens",band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Soulbender,Travis Bracht,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Soulbender,Van Williams,band,person,member_of,"Seattle, WA",2,guitar,drums,,
Soundgarden,Chris Cornell,band,person,member_of,"Seattle, WA",1,vocals,,,
Soundgarden,Kim Thayil,band,person,member_of,"Seattle, WA",2,guitar,,,
Soundgarden,Ben Shepherd,band,person,member_of,"Seattle, WA",1,bass,,,
Soundgarden,Matt Cameron,band,person,member_of,"Seattle, WA",1,drums,,,
Soundgarden,Hiro Yamamoto,band,person,member_of,"Seattle, WA",1,bass,,,
Split Endz,Tim Finn,band,person,member_of,"Aukland, NZ",1,vocals,,,
Split Endz,Eddie Rayner,band,person,member_of,"Aukland, NZ",1,keyboards,piano,,
Split Endz,Noel Crombie,band,person,member_of,"Aukland, NZ",1,drums,,,
Split Endz,Neil Finn,band,person,member_of,"Aukland, NZ",1,vocals,guitar,,
Split Endz,James Milne,band,person,member_of,"Aukland, NZ",1,bass,,,
Split Endz,Matt Eccles,band,person,member_of,"Aukland, NZ",1,drums,,,
Suicidal Tendencies,Mike Muir,band,person,member_of,"Venice, CA",1,vocals,,,
Suicidal Tendencies,Mike Ball,band,person,member_of,"Venice, CA",1,guitar,,,
Suicidal Tendencies,Mike Dunnigan,band,person,member_of,"Venice, CA",1,bass,,,
Suicidal Tendencies,Carlos Egert,band,person,member_of,"Venice, CA",1,drums,,,
Suicidal Tendencies,Sean Dunnigan,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Andrew Evans,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Louiche Mayorga,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Rick Battson,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Grant Estes,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Amery Smith,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Jon Nelson,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Rocky George,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,R. J. Herrera,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Mike Clark,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Bob Heathcote,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Robert Trujillo,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Josh Freese,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Jimmy DeGrasso,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Dean Pleasants,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Josh Paul,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Brooks Wackerman,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Ronald Bruner Jr.,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Thundercat,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,David Hidalgo Jr.,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Eric Moore,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Tim Williams,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Nico Santora,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Thomas Pridgen,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Michael Morgan,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Ra Díaz,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Dave Lombardo,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Jeff Pogan,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Ben Weinman,band,person,member_of,"Venice, CA",2,guitar,,,
Suicidal Tendencies,Tye Trujillo,band,person,member_of,"Venice, CA",2,bass,,,
Suicidal Tendencies,Brandon Pertzborn,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Greyson Nekrutman,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Jay Weinberg,band,person,member_of,"Venice, CA",2,drums,,,
Suicidal Tendencies,Xavier Ware,band,person,member_of,"Venice, CA",2,drums,,,
Sunny Day Real Estate,Jeremy Enigk,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Sunny Day Real Estate,Dan Hoerner,band,person,member_of,"Seattle, WA",1,guitar,,,
Sunny Day Real Estate,Nate Mendel,band,person,member_of,"Seattle, WA",1,bass,,,
Sunny Day Real Estate,William Goldsmith,band,person,member_of,"Seattle, WA",1,drums,,,
Super Deluxe,Braden Blake,band,person,member_of,"Seattle, WA",1,vocals,guitar,,
Super Deluxe,John Kirsch,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Super Deluxe,David M. Roberts,band,person,member_of,"Seattle, WA",1,bass,,,
Super Deluxe,Chris Lockwood,band,person,member_of,"Seattle, WA",1,drums,,,
Super Deluxe,Ira Merrill,band,person,member_of,"Seattle, WA",1,guitar,vocals,,
Super Deluxe,Jake Nesheim,band,person,member_of,"Seattle, WA",1,bass,,,
Super Deluxe,Darius Minwalla,band,person,member_of,"Seattle, WA",1,drums,,,
Sweaty Nipples,Scotty Heard,band,person,member_of,"Portland, OR",2,vocals,,,
Sweaty Nipples,Brian Lehfeldt,band,person,member_of,"Portland, OR",2,drums,,,
Sweaty Nipples,Dave Merrick,band,person,member_of,"Portland, OR",2,bass,,,
Sweaty Nipples,Ryan Moore,band,person,member_of,"Portland, OR",2,guitar,,,
Sweaty Nipples,Davey Nipples,band,person,member_of,"Portland, OR",2,guitar,,,
