source,target,source_type,target_type,relation_type,city,state,country,genre,weight,Intrument 1,Intrument 2,Intrument 3,Intrument 4
Pigface,Jason McNinch,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Michael Melchiondo,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Alexander Møklebust,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Kurt Moore,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Jason More,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Michie Nakatami,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Hope Nicholls,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Ogre,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Vikki Omega,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Genesis Breyer P-Orridge,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Dr Alex Paterson,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Eric Pounder,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Chris Randall,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Lesley Rankine,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Paul Raven,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Bobby Rea,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Laurie Reade,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Mary Dee Reynolds,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Trent Reznor,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Bill Rieflin,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,drums,,,
Pigface,Barb Ruchhoft,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Roberto Santiago,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Matthew Schultz,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Steven Seibold,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Sigtryggur Baldursson,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,David Sims,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Jim Sochaki,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Pat Sprawl,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Mark Spybey,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Siggy Sugarcube,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Louis Svitek,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,James Teitelbaum,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,J.G. Thirlwell,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Dave Trumfio,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Joe Trump,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,William Tucker,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Chris Vrenna,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Mark Walk,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Geordie Walker,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Michelle Walters,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Jeff Ward,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Scott Watanabe,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Andrew Weiss,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Astrid Welz,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,John Wills,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Becky Wreck,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,David Wright,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,山野敦子,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,山野直子,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Adam Yoffe,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Youth,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,David Yow,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Zaki,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Pigface,Jason Charles Miller,band,person,member_of,Chicago,,USA,"industrial rock, electronic",2,,,,
Sleep,Justin Marler,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,,,,
Sleep,Al Cisneros,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,,,,
Sleep,Chris Hakius,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,,,,
Sleep,Matt Pike,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,vocals,guitar,,
Sleep,Jason Roeder,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,,,,
Sleep,Dale Crover,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,drums,,,
Sleep,Bubba Dupree,band,person,member_of,San Jose,,USA,"doom metal, stoner metal",2,,,,
Spys4Darwin,Chris DeGarmo,band,person,member_of,Seattle,,USA,"alternative rock, grunge",2,guitar,,,
Spys4Darwin,Vinnie Dombroski,band,person,member_of,Seattle,,USA,"alternative rock, grunge",2,,,,
Spys4Darwin,Mike Inez,band,person,member_of,Seattle,,USA,"alternative rock, grunge",2,bass,,,
Spys4Darwin,Sean Kinney,band,person,member_of,Seattle,,USA,"alternative rock, grunge",2,drums,,,
The Hookers,Derek Fudesco,band,person,member_of,Seattle,,USA,,2,bass,,,
The Hookers,Dann Gallucci,band,person,member_of,Seattle,,USA,,2,guitar,keyboards,,
The Hookers,Spencer Moody,band,person,member_of,Seattle,,USA,,2,vocals,,,
The Hookers,Andrea Zollo,band,person,member_of,Seattle,,USA,,2,vocals,,,
The Murder City Devils,Derek Fudesco,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,bass,,,
The Murder City Devils,Dann Gallucci,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,guitar,keyboards,,
The Murder City Devils,Leslie Hardy,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,keyboards,,,
The Murder City Devils,Nate Manny,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,guitar,,,
The Murder City Devils,Spencer Moody,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,vocals,,,
The Murder City Devils,Coady Willis,band,person,member_of,Seattle,,USA,"garage punk, garage rock",2,drums,,,
The Twilight Singers,Greg Dulli,band,person,member_of,New Orleans,,USA,,2,,,,
The Twilight Singers,Happy Chichester,band,person,member_of,New Orleans,,USA,,2,guitar,vocals,,
The Twilight Singers,Rick G Nelson,band,person,member_of,New Orleans,,USA,,2,,,,
The Twilight Singers,John Nooney,band,person,member_of,New Orleans,,USA,,2,,,,
The Twilight Singers,David Rosser,band,person,member_of,New Orleans,,USA,,2,,,,
The Twilight Singers,Shawn Smith,band,person,member_of,New Orleans,,USA,,2,vocals,guitar,,
1000 Homo DJs,Paul Barker,band,person,member_of,Chicago,,USA,"industrial rock, industrial",2,,,,
1000 Homo DJs,Al Jourgensen,band,person,member_of,Chicago,,USA,"industrial rock, industrial",2,,,,
1000 Homo DJs,Trent Reznor,band,person,member_of,Chicago,,USA,"industrial rock, industrial",2,,,,
1000 Homo DJs,Bill Rieflin,band,person,member_of,Chicago,,USA,"industrial rock, industrial",2,drums,,,
45 Grave,Rob Ritter,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Don Bolles,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Dinah Cancer,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Tom Coyne,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Paul B. Cutler,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Bruce Duff,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Rob Graves,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,,,,
45 Grave,Pat Smear,band,person,member_of,Los Angeles,,USA,"horror punk, death rock",2,guitar,,,
Acid Horse,Chris Connelly,band,person,member_of,Chicago,,USA,industrial,2,,,,
Acid Horse,Al Jourgensen,band,person,member_of,Chicago,,USA,industrial,2,,,,
Acid Horse,Richard H. Kirk,band,person,member_of,Chicago,,USA,industrial,2,,,,
Acid Horse,Stephen Mallinder,band,person,member_of,Chicago,,USA,industrial,2,,,,
Acid Horse,Bill Rieflin,band,person,member_of,Chicago,,USA,industrial,2,drums,,,
Adolescents,Steve Soto,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Rikk Agnew,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Tony Cadena,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Frank Agnew,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Casey Royer,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Pat Smear,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,guitar,,,
Adolescents,Steve Roberts,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Alfie Agnew,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Dan Brown,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Sandy Hanson,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Derek O’Brien,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,"Frank Agnew, Jr.",band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Dan Root,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Mike Cambra,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Leroy Merlin,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Brad Logan,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Ian Flannon Taylor,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Adolescents,Danny Benair,band,person,member_of,Fullerton,,USA,"hardcore punk, punk",2,,,,
Angels of Light,Michael Gira,band,person,member_of,New York,,USA,"folk rock, experimental rock",2,,,,
Angels of Light,Thor Harris,band,person,member_of,New York,,USA,"folk rock, experimental rock",2,,,,
Angels of Light,Dana Schechter,band,person,member_of,New York,,USA,"folk rock, experimental rock",2,,,,
Angels of Light,Kristof Hahn,band,person,member_of,New York,,USA,"folk rock, experimental rock",2,,,,
Angels of Light,Bill Rieflin,band,person,member_of,New York,,USA,"folk rock, experimental rock",2,drums,,,
Anthrax,John Connelly,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Greg D’Angelo,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Dan Lilker,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Scott Ian,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Neil Turbin,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Dan Spitz,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Charlie Benante,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Matt Fallon,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Joey Belladonna,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Frank Bello,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,John Bush,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Paul Crook,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Rob Caggiano,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Joey Vera,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Dan Nelson,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Anthrax,Jonathan Donais,band,person,member_of,New York,,USA,"thrash metal, heavy metal",2,,,,
Area 51,Sterling Callier,band,person,member_of,Seattle,,USA,,2,,,,
Area 51,Derek Fudesco,band,person,member_of,Seattle,,USA,,2,bass,,,
Area 51,Dann Gallucci,band,person,member_of,Seattle,,USA,,2,guitar,keyboards,,
Area 51,Andrea Zollo,band,person,member_of,Seattle,,USA,,2,vocals,,,
Avenged Sevenfold,The Rev,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,M. Shadows,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Zacky Vengeance,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Synyster Gates,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Johnny Christ,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Arin Ilejay,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Brooks Wackerman,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,drums,,,
Avenged Sevenfold,Zachary Baker,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Avenged Sevenfold,Justin Sane,band,person,member_of,Huntington Beach,,USA,"metal, hard rock",2,,,,
Bad Brains,Sid McCray,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,H.R.,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Earl Hudson,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Darryl Jenifer,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Dr. Know,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Chuck Mosley,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Israel Joseph I,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Brains,Mackie Jayson,band,person,member_of,"Washington, D.C.",,USA,"hardcore punk, punk",2,,,,
Bad Religion,Jay Ziskrout,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Jay Bentley,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Brett Gurewitz,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Greg Graffin,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Pete Finestone,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Paul Dedona,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Davy Goldman,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Tim Gallegos,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Greg Hetson,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,John Albert,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Lucky Lehrer,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Bobby Schayer,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Brian Baker,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,,,,
Bad Religion,Brooks Wackerman,band,person,member_of,Los Angeles,,USA,"punk rock, punk",2,drums,,,
Big Star,John Lightman,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Star,Jon Auer,band,person,member_of,Memphis,,USA,"pop rock, rock",2,drums,keyboards,,
Big Star,Ken Stringfellow,band,person,member_of,Memphis,,USA,"pop rock, rock",2,guitar,keyboards,,
Big Star,Chris Bell,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Star,Andy Hummel,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Star,Alex Chilton,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Star,Evan Leake,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Star,Jody Stephens,band,person,member_of,Memphis,,USA,"pop rock, rock",2,,,,
Big Talk,Ronnie Vannucci Jr.,band,person,member_of,,,USA,,2,,,,
Big Talk,John Konesky,band,person,member_of,,,USA,,2,,,,
Big Talk,Taylor Milne,band,person,member_of,,,USA,,2,,,,
Big Talk,John Spiker,band,person,member_of,,,USA,,2,,,,
Big Talk,Brooks Wackerman,band,person,member_of,,,USA,,2,drums,,,
Black Flag,Brian Migdol,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Keith Morris,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Chuck Dukowski,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Greg Ginn,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,ROBO,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Ron Reyes,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Dez Cadena,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,guitar,,,
Black Flag,Chuck Biscuits,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Henry Rollins,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Bill Stevenson,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Kira Roessler,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,C’el Revuelta,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Dave Klein,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Gregory Moore,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Brandon Pertzborn,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,drums,,,
Black Flag,Mike Vallely,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Dave Rodriguez,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Bryce Weston,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Max Zanelly,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Flag,Spot,band,person,member_of,Hermosa Beach,,USA,"hardcore punk, punk",2,,,,
Black Sabbath,Geezer Butler,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Tony Iommi,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Ozzy Osbourne,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Bill Ward,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Dave Walker,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Ronnie James Dio,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Geoff Nicholls,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Vinny Appice,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Ian Gillan,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Bev Bevan,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Ron Keel,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,David Donato,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Glenn Hughes,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Eric Singer,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,David Spitz,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Ray Gillen,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Bob Daisley,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Terry Chimes,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Jo Burt,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Tony Martin,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Cozy Powell,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Neil Murray,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Bob Rondinelli,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Black Sabbath,Mike Bordin,band,person,member_of,Birmingham,,GBR,"heavy metal, hard rock",2,,,,
Blackouts,Paul Barker,band,person,member_of,Seattle,,USA,,2,,,,
Blackouts,Roland Barker,band,person,member_of,Seattle,,USA,,2,,,,
Blackouts,Bill Rieflin,band,person,member_of,Seattle,,USA,,2,drums,,,
Chelsea Light Moving,Thurston Moore,band,person,member_of,New York,,USA,alternative rock,2,,,,
Chelsea Light Moving,Samara Lubelski,band,person,member_of,New York,,USA,alternative rock,2,,,,
Chelsea Light Moving,John Moloney,band,person,member_of,New York,,USA,alternative rock,2,,,,
Chelsea Light Moving,Keith Wood,band,person,member_of,New York,,USA,alternative rock,2,,,,
Danzig,Chuck Biscuits,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Glenn Danzig,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,John Christ,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Eerie Von,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Joey Castillo,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,drums,,,
Danzig,Tom Orio-Nist,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Josh Lazie,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Dave Kushner,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,guitar,,,
Danzig,Blasko,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Tommy Victor,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Jeff Chambers,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Howie Pyro,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Todd Youth,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Charlee Johnson,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Johnny Kelly,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Jerry Montano,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Bevan Davies,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Joe Fraulob,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Ken Hickey,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Danzig,Steve Zing,band,person,member_of,Lodi,,USA,"heavy metal, hard rock",2,,,,
Daredevils,Josh Freese,band,person,member_of,Los Angeles,,USA,punk,2,drums,,,
Daredevils,Brett Gurewitz,band,person,member_of,Los Angeles,,USA,punk,2,,,,
Daredevils,Gore Verbinski,band,person,member_of,Los Angeles,,USA,punk,2,,,,
Dead Kennedys,6025,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Ted,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Jello Biafra,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Klaus Flouride,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,East Bay Ray,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,D.H. Peligro,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Brandon Cruz,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Jeff Penalty,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Dave Scheff,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Skip Greer,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Greg Reeves,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Santi Guardiola,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Dead Kennedys,Steve Wilson,band,person,member_of,San Francisco,,USA,"hardcore punk, punk",2,,,,
Deep Purple,Rod Evans,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Nick Simper,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Ritchie Blackmore,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Jon Lord,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Ian Paice,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Ian Gillan,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Roger Glover,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Glenn Hughes,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,David Coverdale,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Tommy Bolin,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Joe Lynn Turner,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Joe Satriani,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
Deep Purple,Steve Morse,band,person,member_of,Hertford,,GBR,"hard rock, rock",2,,,,
